Date,Series,Value
2018-02-17,Article Count,0
2018-02-17,Total Monitored Articles,431487
2018-02-18,Article Count,0
2018-02-18,Total Monitored Articles,385874
2018-02-19,Article Count,0
2018-02-19,Total Monitored Articles,527929
2018-02-20,Article Count,0
2018-02-20,Total Monitored Articles,630957
2018-02-21,Article Count,0
2018-02-21,Total Monitored Articles,522494
2018-02-22,Article Count,0
2018-02-22,Total Monitored Articles,571087
2018-02-23,Article Count,0
2018-02-23,Total Monitored Articles,553210
2018-02-24,Article Count,0
2018-02-24,Total Monitored Articles,456032
2018-02-25,Article Count,0
2018-02-25,Total Monitored Articles,396009
2018-02-26,Article Count,2
2018-02-26,Total Monitored Articles,591875
2018-02-27,Article Count,0
2018-02-27,Total Monitored Articles,530834
2018-02-28,Article Count,0
2018-02-28,Total Monitored Articles,632963
2018-03-01,Article Count,0
2018-03-01,Total Monitored Articles,701240
2018-03-02,Article Count,1
2018-03-02,Total Monitored Articles,606937
2018-03-03,Article Count,0
2018-03-03,Total Monitored Articles,396038
2018-03-04,Article Count,0
2018-03-04,Total Monitored Articles,304496
2018-03-05,Article Count,0
2018-03-05,Total Monitored Articles,638145
2018-03-06,Article Count,0
2018-03-06,Total Monitored Articles,677298
2018-03-07,Article Count,0
2018-03-07,Total Monitored Articles,679499
2018-03-08,Article Count,1
2018-03-08,Total Monitored Articles,580266
2018-03-09,Article Count,0
2018-03-09,Total Monitored Articles,646495
2018-03-10,Article Count,0
2018-03-10,Total Monitored Articles,443413
2018-03-11,Article Count,0
2018-03-11,Total Monitored Articles,378706
2018-03-12,Article Count,2
2018-03-12,Total Monitored Articles,620489
2018-03-13,Article Count,14
2018-03-13,Total Monitored Articles,520736
2018-03-14,Article Count,0
2018-03-14,Total Monitored Articles,668709
2018-03-15,Article Count,10
2018-03-15,Total Monitored Articles,644744
2018-03-16,Article Count,0
2018-03-16,Total Monitored Articles,649212
2018-03-17,Article Count,0
2018-03-17,Total Monitored Articles,379198
2018-03-18,Article Count,10
2018-03-18,Total Monitored Articles,369754
2018-03-19,Article Count,0
2018-03-19,Total Monitored Articles,635088
2018-03-20,Article Count,0
2018-03-20,Total Monitored Articles,592576
2018-03-21,Article Count,1
2018-03-21,Total Monitored Articles,638519
2018-03-22,Article Count,0
2018-03-22,Total Monitored Articles,629541
2018-03-23,Article Count,3
2018-03-23,Total Monitored Articles,558941
2018-03-24,Article Count,0
2018-03-24,Total Monitored Articles,393727
2018-03-25,Article Count,0
2018-03-25,Total Monitored Articles,370595
2018-03-26,Article Count,0
2018-03-26,Total Monitored Articles,586308
2018-03-27,Article Count,2
2018-03-27,Total Monitored Articles,568017
2018-03-28,Article Count,0
2018-03-28,Total Monitored Articles,657644
2018-03-29,Article Count,2
2018-03-29,Total Monitored Articles,647539
2018-03-30,Article Count,0
2018-03-30,Total Monitored Articles,510559
2018-03-31,Article Count,3
2018-03-31,Total Monitored Articles,365672
2018-04-01,Article Count,2
2018-04-01,Total Monitored Articles,307457
2018-04-02,Article Count,0
2018-04-02,Total Monitored Articles,555919
2018-04-03,Article Count,0
2018-04-03,Total Monitored Articles,616889
2018-04-04,Article Count,0
2018-04-04,Total Monitored Articles,550638
2018-04-05,Article Count,1
2018-04-05,Total Monitored Articles,620507
2018-04-06,Article Count,3
2018-04-06,Total Monitored Articles,583873
2018-04-07,Article Count,0
2018-04-07,Total Monitored Articles,378673
2018-04-08,Article Count,0
2018-04-08,Total Monitored Articles,367916
2018-04-09,Article Count,0
2018-04-09,Total Monitored Articles,543816
2018-04-10,Article Count,3
2018-04-10,Total Monitored Articles,719631
2018-04-11,Article Count,0
2018-04-11,Total Monitored Articles,678034
2018-04-12,Article Count,0
2018-04-12,Total Monitored Articles,702027
2018-04-13,Article Count,1
2018-04-13,Total Monitored Articles,588142
2018-04-14,Article Count,0
2018-04-14,Total Monitored Articles,438743
2018-04-15,Article Count,0
2018-04-15,Total Monitored Articles,363474
2018-04-16,Article Count,0
2018-04-16,Total Monitored Articles,576282
2018-04-17,Article Count,0
2018-04-17,Total Monitored Articles,656656
2018-04-18,Article Count,0
2018-04-18,Total Monitored Articles,715484
2018-04-19,Article Count,1
2018-04-19,Total Monitored Articles,729864
2018-04-20,Article Count,0
2018-04-20,Total Monitored Articles,565639
2018-04-21,Article Count,1
2018-04-21,Total Monitored Articles,426800
2018-04-22,Article Count,0
2018-04-22,Total Monitored Articles,390271
2018-04-23,Article Count,1
2018-04-23,Total Monitored Articles,565328
2018-04-24,Article Count,0
2018-04-24,Total Monitored Articles,644140
2018-04-25,Article Count,1
2018-04-25,Total Monitored Articles,578193
2018-04-26,Article Count,1
2018-04-26,Total Monitored Articles,570399
2018-04-27,Article Count,1
2018-04-27,Total Monitored Articles,612114
2018-04-28,Article Count,34
2018-04-28,Total Monitored Articles,425337
2018-04-29,Article Count,0
2018-04-29,Total Monitored Articles,334236
2018-04-30,Article Count,29
2018-04-30,Total Monitored Articles,569496
2018-05-01,Article Count,0
2018-05-01,Total Monitored Articles,530345
2018-05-02,Article Count,6
2018-05-02,Total Monitored Articles,572491
2018-05-03,Article Count,8
2018-05-03,Total Monitored Articles,605826
2018-05-04,Article Count,5
2018-05-04,Total Monitored Articles,600235
2018-05-05,Article Count,34
2018-05-05,Total Monitored Articles,407143
2018-05-06,Article Count,1
2018-05-06,Total Monitored Articles,370773
2018-05-07,Article Count,1
2018-05-07,Total Monitored Articles,573436
2018-05-08,Article Count,0
2018-05-08,Total Monitored Articles,575000
2018-05-09,Article Count,0
2018-05-09,Total Monitored Articles,658248
2018-05-10,Article Count,2
2018-05-10,Total Monitored Articles,610084
2018-05-11,Article Count,0
2018-05-11,Total Monitored Articles,588830
2018-05-12,Article Count,0
2018-05-12,Total Monitored Articles,382780
2018-05-13,Article Count,1
2018-05-13,Total Monitored Articles,374617
2018-05-14,Article Count,2
2018-05-14,Total Monitored Articles,595247
2018-05-15,Article Count,0
2018-05-15,Total Monitored Articles,586709
2018-05-16,Article Count,0
2018-05-16,Total Monitored Articles,679567
2018-05-17,Article Count,2
2018-05-17,Total Monitored Articles,664822
2018-05-18,Article Count,4
2018-05-18,Total Monitored Articles,625838
2018-05-19,Article Count,0
2018-05-19,Total Monitored Articles,405384
2018-05-20,Article Count,1
2018-05-20,Total Monitored Articles,355400
2018-05-21,Article Count,1
2018-05-21,Total Monitored Articles,568755
2018-05-22,Article Count,1
2018-05-22,Total Monitored Articles,571273
2018-05-23,Article Count,3
2018-05-23,Total Monitored Articles,653421
2018-05-24,Article Count,5
2018-05-24,Total Monitored Articles,687589
2018-05-25,Article Count,2
2018-05-25,Total Monitored Articles,576952
2018-05-26,Article Count,5
2018-05-26,Total Monitored Articles,434045
2018-05-27,Article Count,3
2018-05-27,Total Monitored Articles,400707
2018-05-28,Article Count,2
2018-05-28,Total Monitored Articles,509200
2018-05-29,Article Count,3
2018-05-29,Total Monitored Articles,617504
2018-05-30,Article Count,1
2018-05-30,Total Monitored Articles,635713
2018-05-31,Article Count,2
2018-05-31,Total Monitored Articles,589294
2018-06-01,Article Count,4
2018-06-01,Total Monitored Articles,617022
2018-06-02,Article Count,0
2018-06-02,Total Monitored Articles,399897
2018-06-03,Article Count,23
2018-06-03,Total Monitored Articles,391769
2018-06-04,Article Count,1
2018-06-04,Total Monitored Articles,599852
2018-06-05,Article Count,13
2018-06-05,Total Monitored Articles,641554
2018-06-06,Article Count,6
2018-06-06,Total Monitored Articles,660405
2018-06-07,Article Count,3
2018-06-07,Total Monitored Articles,659278
2018-06-08,Article Count,5
2018-06-08,Total Monitored Articles,556169
2018-06-09,Article Count,0
2018-06-09,Total Monitored Articles,369665
2018-06-10,Article Count,1
2018-06-10,Total Monitored Articles,370702
2018-06-11,Article Count,1
2018-06-11,Total Monitored Articles,642506
2018-06-12,Article Count,35
2018-06-12,Total Monitored Articles,687838
2018-06-13,Article Count,4
2018-06-13,Total Monitored Articles,645101
2018-06-14,Article Count,4
2018-06-14,Total Monitored Articles,666757
2018-06-15,Article Count,3
2018-06-15,Total Monitored Articles,593690
2018-06-16,Article Count,1
2018-06-16,Total Monitored Articles,390847
2018-06-17,Article Count,2
2018-06-17,Total Monitored Articles,347598
2018-06-18,Article Count,1
2018-06-18,Total Monitored Articles,569720
2018-06-19,Article Count,10
2018-06-19,Total Monitored Articles,549661
2018-06-20,Article Count,9
2018-06-20,Total Monitored Articles,667664
2018-06-21,Article Count,5
2018-06-21,Total Monitored Articles,601795
2018-06-22,Article Count,60
2018-06-22,Total Monitored Articles,626117
2018-06-23,Article Count,10
2018-06-23,Total Monitored Articles,396071
2018-06-24,Article Count,2
2018-06-24,Total Monitored Articles,381549
2018-06-25,Article Count,10
2018-06-25,Total Monitored Articles,431342
2018-06-26,Article Count,7
2018-06-26,Total Monitored Articles,620730
2018-06-27,Article Count,2
2018-06-27,Total Monitored Articles,521183
2018-06-28,Article Count,1
2018-06-28,Total Monitored Articles,548778
2018-06-29,Article Count,3
2018-06-29,Total Monitored Articles,519959
2018-06-30,Article Count,1
2018-06-30,Total Monitored Articles,399499
2018-07-01,Article Count,0
2018-07-01,Total Monitored Articles,355034
2018-07-02,Article Count,1
2018-07-02,Total Monitored Articles,595307
2018-07-03,Article Count,2
2018-07-03,Total Monitored Articles,557894
2018-07-04,Article Count,1
2018-07-04,Total Monitored Articles,573019
2018-07-05,Article Count,1
2018-07-05,Total Monitored Articles,635224
2018-07-06,Article Count,8
2018-07-06,Total Monitored Articles,556974
2018-07-07,Article Count,9
2018-07-07,Total Monitored Articles,402934
2018-07-08,Article Count,5
2018-07-08,Total Monitored Articles,330803
2018-07-09,Article Count,23
2018-07-09,Total Monitored Articles,583429
2018-07-10,Article Count,8
2018-07-10,Total Monitored Articles,543768
2018-07-11,Article Count,0
2018-07-11,Total Monitored Articles,609944
2018-07-12,Article Count,0
2018-07-12,Total Monitored Articles,609647
2018-07-13,Article Count,0
2018-07-13,Total Monitored Articles,591098
2018-07-14,Article Count,0
2018-07-14,Total Monitored Articles,392480
2018-07-15,Article Count,0
2018-07-15,Total Monitored Articles,263918
2018-07-16,Article Count,0
2018-07-16,Total Monitored Articles,553822
2018-07-17,Article Count,0
2018-07-17,Total Monitored Articles,635478
2018-07-18,Article Count,1
2018-07-18,Total Monitored Articles,652924
2018-07-19,Article Count,8
2018-07-19,Total Monitored Articles,646771
2018-07-20,Article Count,1
2018-07-20,Total Monitored Articles,613970
2018-07-21,Article Count,21
2018-07-21,Total Monitored Articles,388993
2018-07-22,Article Count,2
2018-07-22,Total Monitored Articles,354548
2018-07-23,Article Count,1
2018-07-23,Total Monitored Articles,594663
2018-07-24,Article Count,2
2018-07-24,Total Monitored Articles,647935
2018-07-25,Article Count,5
2018-07-25,Total Monitored Articles,642526
2018-07-26,Article Count,3
2018-07-26,Total Monitored Articles,644603
2018-07-27,Article Count,1
2018-07-27,Total Monitored Articles,607964
2018-07-28,Article Count,0
2018-07-28,Total Monitored Articles,377920
2018-07-29,Article Count,3
2018-07-29,Total Monitored Articles,349619
2018-07-30,Article Count,2
2018-07-30,Total Monitored Articles,573910
2018-07-31,Article Count,2
2018-07-31,Total Monitored Articles,626726
2018-08-01,Article Count,0
2018-08-01,Total Monitored Articles,631563
2018-08-02,Article Count,8
2018-08-02,Total Monitored Articles,623909
2018-08-03,Article Count,2
2018-08-03,Total Monitored Articles,603270
2018-08-04,Article Count,0
2018-08-04,Total Monitored Articles,387212
2018-08-05,Article Count,0
2018-08-05,Total Monitored Articles,355013
2018-08-06,Article Count,2
2018-08-06,Total Monitored Articles,573402
2018-08-07,Article Count,0
2018-08-07,Total Monitored Articles,618463
2018-08-08,Article Count,0
2018-08-08,Total Monitored Articles,618609
2018-08-09,Article Count,2
2018-08-09,Total Monitored Articles,596272
2018-08-10,Article Count,0
2018-08-10,Total Monitored Articles,556629
2018-08-11,Article Count,0
2018-08-11,Total Monitored Articles,374882
2018-08-12,Article Count,0
2018-08-12,Total Monitored Articles,338950
2018-08-13,Article Count,4
2018-08-13,Total Monitored Articles,556789
2018-08-14,Article Count,1
2018-08-14,Total Monitored Articles,597753
2018-08-15,Article Count,0
2018-08-15,Total Monitored Articles,573774
2018-08-16,Article Count,0
2018-08-16,Total Monitored Articles,597357
2018-08-17,Article Count,0
2018-08-17,Total Monitored Articles,561592
2018-08-18,Article Count,0
2018-08-18,Total Monitored Articles,368437
2018-08-19,Article Count,0
2018-08-19,Total Monitored Articles,335652
2018-08-20,Article Count,0
2018-08-20,Total Monitored Articles,535770
2018-08-21,Article Count,1
2018-08-21,Total Monitored Articles,525355
2018-08-22,Article Count,12
2018-08-22,Total Monitored Articles,580206
2018-08-23,Article Count,11
2018-08-23,Total Monitored Articles,589323
2018-08-24,Article Count,0
2018-08-24,Total Monitored Articles,567255
2018-08-25,Article Count,1
2018-08-25,Total Monitored Articles,362400
2018-08-26,Article Count,0
2018-08-26,Total Monitored Articles,338914
2018-08-27,Article Count,2
2018-08-27,Total Monitored Articles,535186
2018-08-28,Article Count,0
2018-08-28,Total Monitored Articles,591185
2018-08-29,Article Count,0
2018-08-29,Total Monitored Articles,599157
2018-08-30,Article Count,51
2018-08-30,Total Monitored Articles,594012
2018-08-31,Article Count,8
2018-08-31,Total Monitored Articles,573552
2018-09-01,Article Count,3
2018-09-01,Total Monitored Articles,375197
2018-09-02,Article Count,0
2018-09-02,Total Monitored Articles,336594
2018-09-03,Article Count,0
2018-09-03,Total Monitored Articles,508148
2018-09-04,Article Count,2
2018-09-04,Total Monitored Articles,600959
2018-09-05,Article Count,3
2018-09-05,Total Monitored Articles,641744
2018-09-06,Article Count,0
2018-09-06,Total Monitored Articles,631607
2018-09-07,Article Count,0
2018-09-07,Total Monitored Articles,597926
2018-09-08,Article Count,0
2018-09-08,Total Monitored Articles,386007
2018-09-09,Article Count,0
2018-09-09,Total Monitored Articles,361335
2018-09-10,Article Count,0
2018-09-10,Total Monitored Articles,585287
2018-09-11,Article Count,0
2018-09-11,Total Monitored Articles,621198
2018-09-12,Article Count,0
2018-09-12,Total Monitored Articles,646933
2018-09-13,Article Count,1
2018-09-13,Total Monitored Articles,630161
2018-09-14,Article Count,1
2018-09-14,Total Monitored Articles,613585
2018-09-15,Article Count,3
2018-09-15,Total Monitored Articles,383927
2018-09-16,Article Count,1
2018-09-16,Total Monitored Articles,341211
2018-09-17,Article Count,1
2018-09-17,Total Monitored Articles,572039
2018-09-18,Article Count,16
2018-09-18,Total Monitored Articles,630504
2018-09-19,Article Count,96
2018-09-19,Total Monitored Articles,631833
2018-09-20,Article Count,0
2018-09-20,Total Monitored Articles,635345
2018-09-21,Article Count,1
2018-09-21,Total Monitored Articles,597447
2018-09-22,Article Count,1
2018-09-22,Total Monitored Articles,374637
2018-09-23,Article Count,0
2018-09-23,Total Monitored Articles,348410
2018-09-24,Article Count,1
2018-09-24,Total Monitored Articles,556916
2018-09-25,Article Count,0
2018-09-25,Total Monitored Articles,615046
2018-09-26,Article Count,1
2018-09-26,Total Monitored Articles,623457
2018-09-27,Article Count,3
2018-09-27,Total Monitored Articles,597028
2018-09-28,Article Count,0
2018-09-28,Total Monitored Articles,594081
2018-09-29,Article Count,0
2018-09-29,Total Monitored Articles,380488
2018-09-30,Article Count,0
2018-09-30,Total Monitored Articles,346948
2018-10-01,Article Count,3
2018-10-01,Total Monitored Articles,560915
2018-10-02,Article Count,40
2018-10-02,Total Monitored Articles,595370
2018-10-03,Article Count,0
2018-10-03,Total Monitored Articles,600437
2018-10-04,Article Count,0
2018-10-04,Total Monitored Articles,609053
2018-10-05,Article Count,2
2018-10-05,Total Monitored Articles,587095
2018-10-06,Article Count,0
2018-10-06,Total Monitored Articles,370711
