"Species","Species Name","Scientific Name Authorship","Taxon Rank","Kingdom","Phylum","Class","Order","Family","Genus","Vernacular Name","Number of records","Key Australian feral animal species list (ABS)"
"https://biodiversity.org.au/afd/taxa/7de6b16a-f854-4b4b-88cf-81868ce74ad8","Felis catus","Linnaeus, 1758","species","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Cat","50073","Y"
