Date,Series,Value
2019-04-04,Average Tone,-4.9635
2019-04-05,Average Tone,-0.2151
2019-04-06,Average Tone,-0.2151
2019-04-07,Average Tone,0
2019-04-08,Average Tone,-2.0626
2019-04-09,Average Tone,-1.1966
2019-04-10,Average Tone,0
2019-04-11,Average Tone,0
2019-04-12,Average Tone,-1.971
2019-04-13,Average Tone,2.0833
2019-04-14,Average Tone,1.5801
2019-04-15,Average Tone,0.2798
2019-04-16,Average Tone,0
2019-04-17,Average Tone,-2.7629
2019-04-18,Average Tone,0.9234
2019-04-19,Average Tone,-3.5556
2019-04-20,Average Tone,-3.985
2019-04-21,Average Tone,-1.5453
2019-04-22,Average Tone,0.9821
2019-04-23,Average Tone,-1.2668
2019-04-24,Average Tone,0
2019-04-25,Average Tone,0
2019-04-26,Average Tone,-2.0179
2019-04-27,Average Tone,0
2019-04-28,Average Tone,0
2019-04-29,Average Tone,-2.1802
2019-04-30,Average Tone,-8.5239
2019-05-01,Average Tone,0
2019-05-02,Average Tone,0
2019-05-03,Average Tone,-3.9852
2019-05-04,Average Tone,0
2019-05-05,Average Tone,0
2019-05-06,Average Tone,-1.7361
2019-05-07,Average Tone,0
2019-05-08,Average Tone,-5.2147
2019-05-09,Average Tone,-2.1569
2019-05-10,Average Tone,-2.6597
2019-05-11,Average Tone,-3.1712
2019-05-12,Average Tone,0
2019-05-13,Average Tone,0
2019-05-14,Average Tone,-5.6169
2019-05-15,Average Tone,0
2019-05-16,Average Tone,0
2019-05-17,Average Tone,0
2019-05-18,Average Tone,0
2019-05-19,Average Tone,0
2019-05-20,Average Tone,0
2019-05-21,Average Tone,-2.1234
2019-05-22,Average Tone,-2.6027
2019-05-23,Average Tone,-2.0602
2019-05-24,Average Tone,0.5217
2019-05-25,Average Tone,0
2019-05-26,Average Tone,-2.1573
2019-05-27,Average Tone,0
2019-05-28,Average Tone,0
2019-05-29,Average Tone,0
2019-05-30,Average Tone,0
2019-05-31,Average Tone,0
2019-06-01,Average Tone,0
2019-06-02,Average Tone,0
2019-06-03,Average Tone,0
2019-06-04,Average Tone,0
2019-06-05,Average Tone,4.7794
2019-06-06,Average Tone,0
2019-06-07,Average Tone,0
2019-06-08,Average Tone,0
2019-06-09,Average Tone,0
2019-06-10,Average Tone,0
2019-06-11,Average Tone,-2.4038
2019-06-12,Average Tone,-4.6422
2019-06-13,Average Tone,-2.1501
2019-06-14,Average Tone,0
2019-06-15,Average Tone,0
2019-06-16,Average Tone,0
2019-06-17,Average Tone,0
2019-06-18,Average Tone,-0.2481
2019-06-19,Average Tone,-3.8352
2019-06-20,Average Tone,0
2019-06-21,Average Tone,0
2019-06-22,Average Tone,0
2019-06-23,Average Tone,-5.3821
2019-06-24,Average Tone,0
2019-06-25,Average Tone,-2.4482
2019-06-26,Average Tone,0
2019-06-27,Average Tone,0
2019-06-28,Average Tone,0
2019-06-29,Average Tone,0
2019-06-30,Average Tone,-1.0855
2019-07-01,Average Tone,-3.4091
2019-07-02,Average Tone,0
2019-07-03,Average Tone,0
2019-07-04,Average Tone,0
2019-07-05,Average Tone,0.2857
2019-07-06,Average Tone,0
2019-07-07,Average Tone,0
2019-07-08,Average Tone,-1.9139
2019-07-09,Average Tone,0
2019-07-10,Average Tone,0
2019-07-11,Average Tone,-3.5714
2019-07-12,Average Tone,-1.4161
2019-07-13,Average Tone,0.3352
2019-07-14,Average Tone,-3.9246
2019-07-15,Average Tone,0
2019-07-16,Average Tone,-6.8493
2019-07-17,Average Tone,-2.9648
2019-07-18,Average Tone,-1.1457
2019-07-19,Average Tone,-2.1382
2019-07-20,Average Tone,0
2019-07-21,Average Tone,-0.1139
2019-07-22,Average Tone,0
2019-07-23,Average Tone,0
2019-07-24,Average Tone,-4.6339
2019-07-25,Average Tone,0
2019-07-26,Average Tone,0
2019-07-27,Average Tone,0
2019-07-28,Average Tone,0
2019-07-29,Average Tone,0
2019-07-30,Average Tone,0
2019-07-31,Average Tone,-1.2516
2019-08-01,Average Tone,0
2019-08-02,Average Tone,0
2019-08-03,Average Tone,0
2019-08-04,Average Tone,-2.8008
2019-08-05,Average Tone,-2.0113
2019-08-06,Average Tone,0
2019-08-07,Average Tone,-0.7246
2019-08-08,Average Tone,0.601
2019-08-09,Average Tone,-6.267
2019-08-10,Average Tone,0
2019-08-11,Average Tone,0
2019-08-12,Average Tone,0
2019-08-13,Average Tone,0
2019-08-14,Average Tone,-3.623
2019-08-15,Average Tone,0
2019-08-16,Average Tone,-2.1429
2019-08-17,Average Tone,0
2019-08-18,Average Tone,-2.7669
2019-08-19,Average Tone,0
2019-08-20,Average Tone,0
2019-08-21,Average Tone,0
2019-08-22,Average Tone,0
2019-08-23,Average Tone,-0.8559
2019-08-24,Average Tone,0
2019-08-25,Average Tone,0
2019-08-26,Average Tone,0
2019-08-27,Average Tone,0
2019-08-28,Average Tone,1.2346
2019-08-29,Average Tone,0
2019-08-30,Average Tone,0
2019-08-31,Average Tone,0
2019-09-01,Average Tone,0
2019-09-02,Average Tone,-5.1608
2019-09-03,Average Tone,-5.215
2019-09-04,Average Tone,-0.6154
2019-09-05,Average Tone,-3.9722
2019-09-06,Average Tone,-3.077
2019-09-07,Average Tone,0
2019-09-08,Average Tone,-5.291
2019-09-09,Average Tone,0
2019-09-10,Average Tone,-2.1479
2019-09-11,Average Tone,0
2019-09-12,Average Tone,0
2019-09-13,Average Tone,0
2019-09-14,Average Tone,0
2019-09-15,Average Tone,0
2019-09-16,Average Tone,0
2019-09-17,Average Tone,1.9647
2019-09-18,Average Tone,-0.2933
2019-09-19,Average Tone,0
2019-09-20,Average Tone,-3.8298
2019-09-21,Average Tone,0
2019-09-22,Average Tone,-2.2059
2019-09-23,Average Tone,-2.8028
2019-09-24,Average Tone,-2.2271
2019-09-25,Average Tone,3.8462
2019-09-26,Average Tone,0
2019-09-27,Average Tone,-1.0204
2019-09-28,Average Tone,-1.0204
2019-09-29,Average Tone,-1.958
2019-09-30,Average Tone,0
2019-10-01,Average Tone,0
2019-10-02,Average Tone,0
2019-10-03,Average Tone,0
2019-10-04,Average Tone,0
2019-10-05,Average Tone,0
2019-10-06,Average Tone,0
2019-10-07,Average Tone,0
2019-10-08,Average Tone,0
2019-10-09,Average Tone,0
2019-10-10,Average Tone,0
2019-10-11,Average Tone,0
2019-10-12,Average Tone,-3.1475
2019-10-13,Average Tone,0
2019-10-14,Average Tone,-4.6578
2019-10-15,Average Tone,0
2019-10-16,Average Tone,2.0979
2019-10-17,Average Tone,-2.4438
2019-10-18,Average Tone,-3.0292
2019-10-19,Average Tone,0
2019-10-20,Average Tone,0
2019-10-21,Average Tone,-1.9355
2019-10-22,Average Tone,0
2019-10-23,Average Tone,0.6614
2019-10-24,Average Tone,-1.97
2019-10-25,Average Tone,0
2019-10-26,Average Tone,0
2019-10-27,Average Tone,0
2019-10-28,Average Tone,3.6765
2019-10-29,Average Tone,0
2019-10-30,Average Tone,0
2019-10-31,Average Tone,-2.2399
2019-11-01,Average Tone,0
2019-11-02,Average Tone,0
2019-11-03,Average Tone,0
2019-11-04,Average Tone,0
2019-11-05,Average Tone,-1.6041
2019-11-06,Average Tone,0
2019-11-07,Average Tone,-0.8677
2019-11-08,Average Tone,-0.6873
2019-11-09,Average Tone,0
2019-11-10,Average Tone,1.5534
2019-11-11,Average Tone,0
2019-11-12,Average Tone,-13.3333
2019-11-13,Average Tone,0
2019-11-14,Average Tone,0
2019-11-15,Average Tone,0
2019-11-16,Average Tone,0
2019-11-17,Average Tone,0
2019-11-18,Average Tone,0
2019-11-19,Average Tone,-0.7301
2019-11-20,Average Tone,-1.5366
2019-11-21,Average Tone,1.9965
2019-11-22,Average Tone,0
2019-11-23,Average Tone,0
2019-11-24,Average Tone,0
2019-11-25,Average Tone,-2.1949
2019-11-26,Average Tone,-2.973
2019-11-27,Average Tone,-2.973
2019-11-28,Average Tone,-2.973
2019-11-29,Average Tone,0
2019-11-30,Average Tone,-3.1345
2019-12-01,Average Tone,-3.17
2019-12-02,Average Tone,-3.1646
2019-12-03,Average Tone,-3.1011
2019-12-04,Average Tone,-1.4577
2019-12-05,Average Tone,-3.1646
2019-12-06,Average Tone,-3.1646
2019-12-07,Average Tone,0
2019-12-08,Average Tone,0
2019-12-09,Average Tone,0
2019-12-10,Average Tone,0
2019-12-11,Average Tone,0
2019-12-12,Average Tone,0
2019-12-13,Average Tone,-0.5971
2019-12-14,Average Tone,0
2019-12-15,Average Tone,-2.3536
2019-12-16,Average Tone,0
2019-12-17,Average Tone,0
2019-12-18,Average Tone,0
2019-12-19,Average Tone,0
2019-12-20,Average Tone,-4.3621
2019-12-21,Average Tone,0
2019-12-22,Average Tone,0
2019-12-23,Average Tone,0
2019-12-24,Average Tone,0
2019-12-25,Average Tone,0
2019-12-26,Average Tone,-8.2931
2019-12-27,Average Tone,-5.039
2019-12-28,Average Tone,-1.3825
2019-12-29,Average Tone,0
2019-12-30,Average Tone,-0.922
2019-12-31,Average Tone,-1.115
2020-01-01,Average Tone,0
2020-01-02,Average Tone,0
2020-01-03,Average Tone,-3.3557
2020-01-04,Average Tone,-1.8148
2020-01-05,Average Tone,-2.385
2020-01-06,Average Tone,-5.5903
2020-01-07,Average Tone,-4.7767
2020-01-08,Average Tone,-5.2574
2020-01-09,Average Tone,-2.8281
2020-01-10,Average Tone,0
2020-01-11,Average Tone,-2.7897
2020-01-12,Average Tone,-3.7249
2020-01-13,Average Tone,0
2020-01-14,Average Tone,0
2020-01-15,Average Tone,0
2020-01-16,Average Tone,-9.7126
2020-01-17,Average Tone,-0.5764
2020-01-18,Average Tone,0
2020-01-19,Average Tone,-1.6213
2020-01-20,Average Tone,-5.9794
2020-01-21,Average Tone,0
2020-01-22,Average Tone,-2.7295
2020-01-23,Average Tone,0
2020-01-24,Average Tone,3.6959
2020-01-25,Average Tone,0
2020-01-26,Average Tone,0
2020-01-27,Average Tone,-3.0303
2020-01-28,Average Tone,0
2020-01-29,Average Tone,-1.8768
2020-01-30,Average Tone,0
2020-01-31,Average Tone,0
2020-02-01,Average Tone,0
2020-02-02,Average Tone,0
2020-02-03,Average Tone,0
2020-02-04,Average Tone,-0.4533
2020-02-05,Average Tone,0
2020-02-06,Average Tone,-2.0408
2020-02-07,Average Tone,0
2020-02-08,Average Tone,-2.4295
2020-02-09,Average Tone,0
2020-02-10,Average Tone,-1.9678
2020-02-11,Average Tone,0
2020-02-12,Average Tone,0
2020-02-13,Average Tone,0
2020-02-14,Average Tone,-0.9367
2020-02-15,Average Tone,0
2020-02-16,Average Tone,0
2020-02-17,Average Tone,-3.4653
2020-02-18,Average Tone,0
2020-02-19,Average Tone,0
2020-02-20,Average Tone,0
2020-02-21,Average Tone,0
2020-02-22,Average Tone,0
2020-02-23,Average Tone,0
2020-02-24,Average Tone,2.5436
2020-02-25,Average Tone,0
2020-02-26,Average Tone,-2.1986
2020-02-27,Average Tone,0
2020-02-28,Average Tone,2.8283
2020-02-29,Average Tone,-4.1037
2020-03-01,Average Tone,0
2020-03-02,Average Tone,0
2020-03-03,Average Tone,0
2020-03-04,Average Tone,-4.7957
2020-03-05,Average Tone,-1.5142
2020-03-06,Average Tone,0
2020-03-07,Average Tone,-3.3398
2020-03-08,Average Tone,0
2020-03-09,Average Tone,-2.7254
2020-03-10,Average Tone,-2.8
2020-03-11,Average Tone,-3.265
2020-03-12,Average Tone,-3.0876
2020-03-13,Average Tone,-2.6469
2020-03-14,Average Tone,-2.6316
2020-03-15,Average Tone,0
2020-03-16,Average Tone,-4.1279
2020-03-17,Average Tone,0
2020-03-18,Average Tone,0
2020-03-19,Average Tone,0
2020-03-20,Average Tone,0
2020-03-21,Average Tone,0
2020-03-22,Average Tone,0
2020-03-23,Average Tone,-3.1283
2020-03-24,Average Tone,4.5607
2020-03-25,Average Tone,-1.7176
2020-03-26,Average Tone,0
2020-03-27,Average Tone,0
2020-03-28,Average Tone,0
2020-03-29,Average Tone,0
2020-03-30,Average Tone,0
2020-03-31,Average Tone,0
2020-04-01,Average Tone,-2.9291
2020-04-02,Average Tone,-3.5463
2020-04-03,Average Tone,0
2020-04-04,Average Tone,-2.7823
2020-04-05,Average Tone,0
2020-04-06,Average Tone,1.3254
2020-04-07,Average Tone,0
2020-04-08,Average Tone,0
2020-04-09,Average Tone,0
2020-04-10,Average Tone,0
2020-04-11,Average Tone,-0.3155
2020-04-12,Average Tone,0
2020-04-13,Average Tone,0
2020-04-14,Average Tone,0
2020-04-15,Average Tone,0
2020-04-16,Average Tone,0
2020-04-17,Average Tone,0
2020-04-18,Average Tone,-2.687
2020-04-19,Average Tone,0
2020-04-20,Average Tone,-4.2917
2020-04-21,Average Tone,-3.4548
2020-04-22,Average Tone,-4.2394
2020-04-23,Average Tone,0
2020-04-24,Average Tone,0
2020-04-25,Average Tone,-4.2017
2020-04-26,Average Tone,-4.2394
2020-04-27,Average Tone,0
2020-04-28,Average Tone,0
2020-04-29,Average Tone,0
2020-04-30,Average Tone,0
2020-05-01,Average Tone,-1.1063
2020-05-02,Average Tone,0
2020-05-03,Average Tone,-1.115
2020-05-04,Average Tone,0
2020-05-05,Average Tone,-2.6455
2020-05-06,Average Tone,0
2020-05-07,Average Tone,0
2020-05-08,Average Tone,-1.0267
2020-05-09,Average Tone,0
2020-05-10,Average Tone,0
2020-05-11,Average Tone,0
2020-05-12,Average Tone,-2.2945
2020-05-13,Average Tone,-5.0217
2020-05-14,Average Tone,0
2020-05-15,Average Tone,-7.9037
2020-05-16,Average Tone,-2.3333
2020-05-17,Average Tone,-1.5068
2020-05-18,Average Tone,1.4151
2020-05-19,Average Tone,-1.1204
2020-05-20,Average Tone,0
2020-05-21,Average Tone,0
2020-05-22,Average Tone,-2.2059
2020-05-23,Average Tone,0
2020-05-24,Average Tone,0
2020-05-25,Average Tone,-1.495
2020-05-26,Average Tone,-1.8787
2020-05-27,Average Tone,2.5255
2020-05-28,Average Tone,-1.8735
2020-05-29,Average Tone,-5.3189
2020-05-30,Average Tone,-4.0616
2020-05-31,Average Tone,-1.8735
2020-06-01,Average Tone,-0.7197
2020-06-02,Average Tone,-1.139
2020-06-03,Average Tone,-5.916
2020-06-04,Average Tone,0
2020-06-05,Average Tone,0
2020-06-06,Average Tone,0
2020-06-07,Average Tone,0
2020-06-08,Average Tone,0
2020-06-09,Average Tone,0
2020-06-10,Average Tone,-0.0933
2020-06-11,Average Tone,0
2020-06-12,Average Tone,0
2020-06-13,Average Tone,0
2020-06-14,Average Tone,0
2020-06-15,Average Tone,-4.38
2020-06-16,Average Tone,-3.1953
2020-06-17,Average Tone,-1.8768
2020-06-18,Average Tone,0
2020-06-19,Average Tone,0
2020-06-20,Average Tone,0
2020-06-21,Average Tone,0
2020-06-22,Average Tone,0
2020-06-23,Average Tone,-1.6511
2020-06-24,Average Tone,0
2020-06-25,Average Tone,0
2020-06-26,Average Tone,0
2020-06-27,Average Tone,0
2020-06-28,Average Tone,0
2020-06-29,Average Tone,0
2020-06-30,Average Tone,0
2020-07-01,Average Tone,0
2020-07-02,Average Tone,-4.5723
2020-07-03,Average Tone,0.741
2020-07-04,Average Tone,-2.0205
2020-07-05,Average Tone,0
2020-07-06,Average Tone,0
2020-07-07,Average Tone,0
2020-07-08,Average Tone,0
2020-07-09,Average Tone,-0.3956
2020-07-10,Average Tone,-2.0812
2020-07-11,Average Tone,-0.4505
2020-07-12,Average Tone,0
2020-07-13,Average Tone,-4.5323
2020-07-14,Average Tone,0
2020-07-15,Average Tone,0
2020-07-16,Average Tone,-0.335
2020-07-17,Average Tone,0
2020-07-18,Average Tone,-1.1142
2020-07-19,Average Tone,0
2020-07-20,Average Tone,0
2020-07-21,Average Tone,0
2020-07-22,Average Tone,0
2020-07-23,Average Tone,-1.085
2020-07-24,Average Tone,0
2020-07-25,Average Tone,0
2020-07-26,Average Tone,0
2020-07-27,Average Tone,0
2020-07-28,Average Tone,-3.0303
2020-07-29,Average Tone,0
2020-07-30,Average Tone,-0.649
2020-07-31,Average Tone,0
2020-08-01,Average Tone,0
2020-08-02,Average Tone,0
2020-08-03,Average Tone,0
2020-08-04,Average Tone,0
2020-08-05,Average Tone,0
2020-08-06,Average Tone,0
2020-08-07,Average Tone,-0.9217
2020-08-08,Average Tone,0
2020-08-09,Average Tone,0
2020-08-10,Average Tone,0
2020-08-11,Average Tone,-4.6154
2020-08-12,Average Tone,-2.8028
2020-08-13,Average Tone,-2.8028
2020-08-14,Average Tone,-1.3158
2020-08-15,Average Tone,-2.8028
2020-08-16,Average Tone,-4.8105
2020-08-17,Average Tone,-1.4014
2020-08-18,Average Tone,0
2020-08-19,Average Tone,0
2020-08-20,Average Tone,0
2020-08-21,Average Tone,0
2020-08-22,Average Tone,0
2020-08-23,Average Tone,0
2020-08-24,Average Tone,0
2020-08-25,Average Tone,0
2020-08-26,Average Tone,0.155
2020-08-27,Average Tone,0
2020-08-28,Average Tone,-0.9343
2020-08-29,Average Tone,-1.7094
2020-08-30,Average Tone,-2.5258
2020-08-31,Average Tone,0
2020-09-01,Average Tone,-0.7726
2020-09-02,Average Tone,0
2020-09-03,Average Tone,-0.7009
2020-09-04,Average Tone,-0.8
2020-09-05,Average Tone,0
2020-09-06,Average Tone,-4.5055
2020-09-07,Average Tone,-3.6429
2020-09-08,Average Tone,-4.0703
2020-09-09,Average Tone,-2.9828
2020-09-10,Average Tone,0
2020-09-11,Average Tone,0
2020-09-12,Average Tone,0
2020-09-13,Average Tone,-1.9227
2020-09-14,Average Tone,0
2020-09-15,Average Tone,0.5102
2020-09-16,Average Tone,3.1941
2020-09-17,Average Tone,0
2020-09-18,Average Tone,0
2020-09-19,Average Tone,0
2020-09-20,Average Tone,0
2020-09-21,Average Tone,0
2020-09-22,Average Tone,0.2857
2020-09-23,Average Tone,0.7295
2020-09-24,Average Tone,0
2020-09-25,Average Tone,0
2020-09-26,Average Tone,0
2020-09-27,Average Tone,-3.6446
2020-09-28,Average Tone,0
2020-09-29,Average Tone,0
2020-09-30,Average Tone,0
2020-10-01,Average Tone,0
2020-10-02,Average Tone,0
2020-10-03,Average Tone,0
2020-10-04,Average Tone,2.6427
2020-10-05,Average Tone,-4.5267
2020-10-06,Average Tone,0
2020-10-07,Average Tone,0
2020-10-08,Average Tone,0
2020-10-09,Average Tone,0
2020-10-10,Average Tone,0
2020-10-11,Average Tone,0
2020-10-12,Average Tone,-8
2020-10-13,Average Tone,0
2020-10-14,Average Tone,0
2020-10-15,Average Tone,0
2020-10-16,Average Tone,-7.9865
2020-10-17,Average Tone,0
2020-10-18,Average Tone,0
2020-10-19,Average Tone,0
2020-10-21,Average Tone,0
2020-10-22,Average Tone,0
2020-10-23,Average Tone,0
2020-10-24,Average Tone,0
2020-10-25,Average Tone,0
2020-10-26,Average Tone,0
2020-10-27,Average Tone,0
2020-10-28,Average Tone,-2.8777
2020-10-29,Average Tone,0
2020-10-30,Average Tone,0
2020-10-31,Average Tone,0
2020-11-01,Average Tone,0
2020-11-02,Average Tone,0
2020-11-03,Average Tone,0
2020-11-04,Average Tone,0
2020-11-05,Average Tone,-4.7945
2020-11-06,Average Tone,0
2020-11-07,Average Tone,0
2020-11-08,Average Tone,0
2020-11-09,Average Tone,0
2020-11-10,Average Tone,0
2020-11-11,Average Tone,0
2020-11-12,Average Tone,0
2020-11-13,Average Tone,0
2020-11-14,Average Tone,0
2020-11-15,Average Tone,0
2020-11-16,Average Tone,-2.8362
2020-11-17,Average Tone,0.8475
2020-11-18,Average Tone,0
2020-11-19,Average Tone,1.2626
2020-11-20,Average Tone,0
2020-11-21,Average Tone,0
2020-11-22,Average Tone,0
2020-11-23,Average Tone,0
2020-11-24,Average Tone,0.7547
2020-11-25,Average Tone,0
2020-11-26,Average Tone,0
2020-11-27,Average Tone,0
2020-11-28,Average Tone,0
2020-11-29,Average Tone,-2.8028
2020-11-30,Average Tone,0
2020-12-01,Average Tone,-3.8637
2020-12-02,Average Tone,-3.871
2020-12-03,Average Tone,-3.871
2020-12-04,Average Tone,-3.871
2020-12-05,Average Tone,-3.871
2020-12-06,Average Tone,0
2020-12-07,Average Tone,0
2020-12-08,Average Tone,0
2020-12-09,Average Tone,0
2020-12-10,Average Tone,0
2020-12-11,Average Tone,-1.8405
2020-12-12,Average Tone,-1.8405
2020-12-13,Average Tone,0
2020-12-14,Average Tone,0
2020-12-15,Average Tone,0
2020-12-16,Average Tone,0
2020-12-17,Average Tone,-3.3707
2020-12-18,Average Tone,-3.6993
2020-12-19,Average Tone,0
2020-12-20,Average Tone,-3.2228
2020-12-21,Average Tone,-2.8571
2020-12-22,Average Tone,0
2020-12-23,Average Tone,0
2020-12-24,Average Tone,0
2020-12-25,Average Tone,0
2020-12-26,Average Tone,0
2020-12-27,Average Tone,0
2020-12-28,Average Tone,0
2020-12-29,Average Tone,0
2020-12-30,Average Tone,0
2020-12-31,Average Tone,0
2021-01-01,Average Tone,0
2021-01-02,Average Tone,0
2021-01-03,Average Tone,0
2021-01-04,Average Tone,-5.1095
2021-01-05,Average Tone,-4.269
2021-01-06,Average Tone,-5.2147
2021-01-07,Average Tone,-2.3951
2021-01-08,Average Tone,0
2021-01-09,Average Tone,0
2021-01-10,Average Tone,-2.8028
2021-01-11,Average Tone,0
2021-01-12,Average Tone,0
2021-01-13,Average Tone,0
2021-01-14,Average Tone,0
2021-01-15,Average Tone,0
2021-01-16,Average Tone,0
2021-01-17,Average Tone,0
2021-01-18,Average Tone,0
2021-01-19,Average Tone,0
2021-01-20,Average Tone,-0.9132
2021-01-21,Average Tone,-2.7419
2021-01-22,Average Tone,0.5629
2021-01-23,Average Tone,0.3925
2021-01-24,Average Tone,0
2021-01-25,Average Tone,0
2021-01-26,Average Tone,0
2021-01-27,Average Tone,0
2021-01-28,Average Tone,-0.884
2021-01-29,Average Tone,0
2021-01-30,Average Tone,0
2021-01-31,Average Tone,0
2021-02-01,Average Tone,0
2021-02-02,Average Tone,0
2021-02-03,Average Tone,0
2021-02-04,Average Tone,0
2021-02-05,Average Tone,0
2021-02-06,Average Tone,0
2021-02-07,Average Tone,0
2021-02-08,Average Tone,-1.0574
2021-02-09,Average Tone,-2.3989
2021-02-10,Average Tone,-2.4073
2021-02-11,Average Tone,-1.3657
2021-02-12,Average Tone,0
2021-02-13,Average Tone,0
2021-02-14,Average Tone,0
2021-02-15,Average Tone,-3.3465
2021-02-16,Average Tone,-3.3026
2021-02-17,Average Tone,0
2021-02-18,Average Tone,-2.3392
2021-02-19,Average Tone,0
2021-02-20,Average Tone,0
2021-02-21,Average Tone,0
2021-02-22,Average Tone,0
2021-02-23,Average Tone,-2.9442
2021-02-24,Average Tone,0
2021-02-25,Average Tone,0
2021-02-26,Average Tone,0
2021-02-27,Average Tone,3.0416
2021-02-28,Average Tone,0
2021-03-01,Average Tone,-0.4184
2021-03-02,Average Tone,0
2021-03-03,Average Tone,0
2021-03-04,Average Tone,-2.8028
2021-03-05,Average Tone,0
2021-03-06,Average Tone,0
2021-03-07,Average Tone,0
2021-03-08,Average Tone,0
2021-03-09,Average Tone,-4.6802
2021-03-10,Average Tone,-5.9243
2021-03-11,Average Tone,0
2021-03-12,Average Tone,0
2021-03-13,Average Tone,0
2021-03-14,Average Tone,0
2021-03-15,Average Tone,-1.1696
2021-03-16,Average Tone,0
2021-03-17,Average Tone,1.4079
2021-03-18,Average Tone,0
2021-03-19,Average Tone,0
2021-03-20,Average Tone,0
2021-03-21,Average Tone,0
2021-03-22,Average Tone,0
2021-03-23,Average Tone,0
2021-03-24,Average Tone,0
2021-03-25,Average Tone,-3.0303
2021-03-26,Average Tone,0
2021-03-27,Average Tone,0
2021-03-28,Average Tone,0
2021-03-29,Average Tone,0
2021-03-30,Average Tone,0
2021-03-31,Average Tone,0
2021-04-01,Average Tone,0
2021-04-02,Average Tone,0
2021-04-03,Average Tone,0
2021-04-04,Average Tone,1.2739
2021-04-05,Average Tone,0
2021-04-06,Average Tone,0
2021-04-07,Average Tone,0
2021-04-08,Average Tone,0
2021-04-09,Average Tone,0
2021-04-10,Average Tone,0
2021-04-11,Average Tone,0
2021-04-12,Average Tone,-2.3299
2021-04-13,Average Tone,0
2021-04-14,Average Tone,0
2021-04-15,Average Tone,0
2021-04-16,Average Tone,0
2021-04-17,Average Tone,0
2021-04-18,Average Tone,0
2021-04-19,Average Tone,0
2021-04-20,Average Tone,0
2021-04-21,Average Tone,0
2021-04-22,Average Tone,0
2021-04-23,Average Tone,0
2021-04-24,Average Tone,0
2021-04-25,Average Tone,0
2021-04-26,Average Tone,-0.7109
2021-04-27,Average Tone,0
2021-04-28,Average Tone,0
2021-04-29,Average Tone,0
2021-04-30,Average Tone,0
2021-05-01,Average Tone,0
2021-05-02,Average Tone,0
2021-05-03,Average Tone,0
2021-05-04,Average Tone,0
2021-05-05,Average Tone,0
2021-05-06,Average Tone,0
2021-05-07,Average Tone,0
2021-05-08,Average Tone,0
2021-05-09,Average Tone,0
2021-05-10,Average Tone,0
2021-05-11,Average Tone,0
2021-05-12,Average Tone,0
2021-05-13,Average Tone,0
2021-05-14,Average Tone,0
2021-05-15,Average Tone,0
2021-05-16,Average Tone,0
2021-05-17,Average Tone,0
2021-05-18,Average Tone,0
2021-05-19,Average Tone,0
2021-05-20,Average Tone,0
2021-05-21,Average Tone,0
2021-05-22,Average Tone,0
2021-05-23,Average Tone,0
2021-05-24,Average Tone,0
2021-05-25,Average Tone,0
2021-05-26,Average Tone,0
2021-05-27,Average Tone,0
2021-05-28,Average Tone,2.2333
2021-05-29,Average Tone,0
2021-05-30,Average Tone,0
2021-05-31,Average Tone,0
2021-06-01,Average Tone,0
2021-06-02,Average Tone,0
2021-06-03,Average Tone,0
2021-06-04,Average Tone,0
2021-06-05,Average Tone,0
2021-06-06,Average Tone,0
2021-06-07,Average Tone,0
2021-06-08,Average Tone,-1.4354
2021-06-09,Average Tone,0
2021-06-10,Average Tone,0
2021-06-11,Average Tone,0
2021-06-12,Average Tone,0
2021-06-13,Average Tone,0
2021-06-14,Average Tone,-1.9337
2021-06-15,Average Tone,0
2021-06-16,Average Tone,0
2021-06-17,Average Tone,0
2021-06-18,Average Tone,0
2021-06-19,Average Tone,0
2021-06-20,Average Tone,0
2021-06-21,Average Tone,0
2021-06-22,Average Tone,0
2021-06-23,Average Tone,-0.1497
2021-06-24,Average Tone,0
2021-06-25,Average Tone,0
2021-06-26,Average Tone,0
2021-06-27,Average Tone,0
2021-06-28,Average Tone,-2.0131
2021-06-29,Average Tone,0
2021-06-30,Average Tone,-1.1561
2021-07-01,Average Tone,0
2021-07-02,Average Tone,-2.2589
2021-07-03,Average Tone,-2.2624
2021-07-04,Average Tone,0
2021-07-05,Average Tone,0
2021-07-06,Average Tone,0
2021-07-07,Average Tone,0
2021-07-08,Average Tone,0
2021-07-09,Average Tone,0
2021-07-10,Average Tone,0
2021-07-11,Average Tone,-2.5547
2021-07-12,Average Tone,0
2021-07-13,Average Tone,-2.3589
2021-07-14,Average Tone,-2.3553
2021-07-15,Average Tone,-1.5385
2021-07-16,Average Tone,0
2021-07-17,Average Tone,0
2021-07-18,Average Tone,0
2021-07-19,Average Tone,0
2021-07-20,Average Tone,0.1339
2021-07-21,Average Tone,0
2021-07-22,Average Tone,-8.0702
2021-07-23,Average Tone,-9.8361
2021-07-24,Average Tone,0
2021-07-25,Average Tone,-2.3645
2021-07-26,Average Tone,0
2021-07-27,Average Tone,0
2021-07-28,Average Tone,0
2021-07-29,Average Tone,0
2021-07-30,Average Tone,0
2021-07-31,Average Tone,0
2021-08-01,Average Tone,0
2021-08-02,Average Tone,0
2021-08-03,Average Tone,0
2021-08-04,Average Tone,0
2021-08-05,Average Tone,-0.4245
2021-08-06,Average Tone,-3.8049
2021-08-07,Average Tone,0
2021-08-08,Average Tone,0
