Date,Series,Value
2021-08-09,Average Tone,0
2021-08-10,Average Tone,0
2021-08-11,Average Tone,0
2021-08-12,Average Tone,0
2021-08-13,Average Tone,-3.9594
2021-08-14,Average Tone,0
2021-08-15,Average Tone,-1.1932
2021-08-16,Average Tone,-3.9594
2021-08-17,Average Tone,-4.0403
2021-08-18,Average Tone,0
2021-08-19,Average Tone,0
2021-08-20,Average Tone,0
2021-08-21,Average Tone,0
2021-08-22,Average Tone,0
2021-08-23,Average Tone,0
2021-08-24,Average Tone,0
2021-08-25,Average Tone,0
2021-08-26,Average Tone,-2.4778
2021-08-27,Average Tone,-1.6488
2021-08-28,Average Tone,-1.5801
2021-08-29,Average Tone,0
2021-08-30,Average Tone,-1.5538
2021-08-31,Average Tone,-3.8843
2021-09-01,Average Tone,0
2021-09-02,Average Tone,-2.0685
2021-09-03,Average Tone,-1.8583
2021-09-04,Average Tone,0
2021-09-05,Average Tone,0
2021-09-06,Average Tone,0
2021-09-07,Average Tone,0
2021-09-08,Average Tone,0
2021-09-09,Average Tone,0
2021-09-10,Average Tone,-2.459
2021-09-11,Average Tone,-2.6807
2021-09-12,Average Tone,0
2021-09-13,Average Tone,0
2021-09-14,Average Tone,0
2021-09-15,Average Tone,0
2021-09-16,Average Tone,0
2021-09-17,Average Tone,0
2021-09-18,Average Tone,0
2021-09-19,Average Tone,0
2021-09-20,Average Tone,0
2021-09-21,Average Tone,0
2021-09-22,Average Tone,0
2021-09-23,Average Tone,0
2021-09-24,Average Tone,0
2021-09-25,Average Tone,0
2021-09-26,Average Tone,0
2021-09-27,Average Tone,0
2021-09-28,Average Tone,0
2021-09-29,Average Tone,0
2021-09-30,Average Tone,0
2021-10-01,Average Tone,0
2021-10-02,Average Tone,0
2021-10-03,Average Tone,0
2021-10-04,Average Tone,0
2021-10-05,Average Tone,0
2021-10-06,Average Tone,0
2021-10-07,Average Tone,0
2021-10-08,Average Tone,0
2021-10-09,Average Tone,-1.6234
2021-10-10,Average Tone,0
2021-10-11,Average Tone,0
2021-10-12,Average Tone,0
2021-10-13,Average Tone,0
2021-10-14,Average Tone,0
2021-10-15,Average Tone,0
2021-10-16,Average Tone,0
2021-10-17,Average Tone,0
2021-10-18,Average Tone,0
2021-10-19,Average Tone,0
2021-10-20,Average Tone,0
2021-10-21,Average Tone,0
2021-10-22,Average Tone,1.3258
2021-10-23,Average Tone,0
2021-10-24,Average Tone,0
2021-10-25,Average Tone,0
2021-10-26,Average Tone,0
2021-10-27,Average Tone,0
2021-10-28,Average Tone,0
2021-10-29,Average Tone,-1.0823
2021-10-30,Average Tone,0
2021-10-31,Average Tone,0
2021-11-01,Average Tone,0
2021-11-02,Average Tone,0
2021-11-03,Average Tone,0
2021-11-04,Average Tone,-4.4053
2021-11-05,Average Tone,0
2021-11-06,Average Tone,0
2021-11-07,Average Tone,0
2021-11-08,Average Tone,-0.885
2021-11-09,Average Tone,0
2021-11-10,Average Tone,0
2021-11-11,Average Tone,0
2021-11-12,Average Tone,0
2021-11-13,Average Tone,0
2021-11-14,Average Tone,0
2021-11-15,Average Tone,3.2746
2021-11-16,Average Tone,0
2021-11-17,Average Tone,0
2021-11-18,Average Tone,0
2021-11-19,Average Tone,0
2021-11-20,Average Tone,0
2021-11-21,Average Tone,0
2021-11-22,Average Tone,0
2021-11-23,Average Tone,-3.2909
2021-11-24,Average Tone,-1.0583
2021-11-25,Average Tone,0
2021-11-26,Average Tone,0
2021-11-27,Average Tone,0
2021-11-28,Average Tone,0
2021-11-29,Average Tone,0
2021-11-30,Average Tone,0
2021-12-01,Average Tone,-3.7975
2021-12-02,Average Tone,0
2021-12-03,Average Tone,0
2021-12-04,Average Tone,0
2021-12-05,Average Tone,0
2021-12-06,Average Tone,0
2021-12-07,Average Tone,0
2021-12-08,Average Tone,0
2021-12-09,Average Tone,-2.9277
2021-12-10,Average Tone,0
2021-12-11,Average Tone,0
2021-12-12,Average Tone,0
2021-12-13,Average Tone,0
2021-12-14,Average Tone,0
2021-12-15,Average Tone,0
2021-12-16,Average Tone,0
2021-12-17,Average Tone,0
2021-12-18,Average Tone,0
2021-12-19,Average Tone,0
2021-12-20,Average Tone,0
2021-12-21,Average Tone,0
2021-12-22,Average Tone,0
2021-12-23,Average Tone,0
2021-12-24,Average Tone,0
2021-12-25,Average Tone,0
2021-12-26,Average Tone,0
2021-12-27,Average Tone,0
2021-12-28,Average Tone,0
2021-12-29,Average Tone,-2.7972
2021-12-30,Average Tone,0
2021-12-31,Average Tone,0
2022-01-01,Average Tone,0
2022-01-02,Average Tone,-5.288
2022-01-03,Average Tone,0
2022-01-04,Average Tone,0
2022-01-05,Average Tone,0
2022-01-06,Average Tone,0
2022-01-07,Average Tone,0
2022-01-08,Average Tone,0
2022-01-09,Average Tone,0
2022-01-10,Average Tone,0
2022-01-11,Average Tone,0
2022-01-12,Average Tone,0
2022-01-13,Average Tone,0.0913
2022-01-14,Average Tone,0
2022-01-15,Average Tone,0
2022-01-16,Average Tone,0
2022-01-17,Average Tone,0
2022-01-18,Average Tone,0
2022-01-19,Average Tone,0
2022-01-20,Average Tone,0
2022-01-21,Average Tone,0
2022-01-22,Average Tone,0
2022-01-23,Average Tone,0
2022-01-24,Average Tone,0
2022-01-25,Average Tone,0
2022-01-26,Average Tone,0
2022-01-27,Average Tone,0
2022-01-28,Average Tone,0
2022-01-29,Average Tone,0
2022-01-30,Average Tone,0
2022-01-31,Average Tone,0
2022-02-01,Average Tone,0
2022-02-02,Average Tone,0
2022-02-03,Average Tone,0
2022-02-04,Average Tone,0
2022-02-05,Average Tone,0
2022-02-06,Average Tone,0
2022-02-07,Average Tone,0
2022-02-08,Average Tone,0
2022-02-09,Average Tone,0
2022-02-10,Average Tone,-0.0885
2022-02-11,Average Tone,0
2022-02-12,Average Tone,0
2022-02-13,Average Tone,0
2022-02-14,Average Tone,0
2022-02-15,Average Tone,0
2022-02-16,Average Tone,0
2022-02-17,Average Tone,0
2022-02-18,Average Tone,0
2022-02-19,Average Tone,0
2022-02-20,Average Tone,0
2022-02-21,Average Tone,0
2022-02-22,Average Tone,0
2022-02-23,Average Tone,0
2022-02-24,Average Tone,0
2022-02-25,Average Tone,0
2022-02-26,Average Tone,0
2022-02-27,Average Tone,0
2022-02-28,Average Tone,0
2022-03-01,Average Tone,-1.6097
2022-03-02,Average Tone,0
2022-03-03,Average Tone,0
2022-03-04,Average Tone,0
2022-03-05,Average Tone,0
2022-03-06,Average Tone,0
2022-03-07,Average Tone,0
2022-03-08,Average Tone,0
2022-03-09,Average Tone,0
2022-03-10,Average Tone,0
2022-03-11,Average Tone,0
2022-03-12,Average Tone,0
2022-03-13,Average Tone,0
2022-03-14,Average Tone,0
2022-03-15,Average Tone,-4.3103
2022-03-16,Average Tone,-3.2895
2022-03-17,Average Tone,-4.3597
2022-03-18,Average Tone,0
2022-03-19,Average Tone,-1.4925
2022-03-20,Average Tone,0
2022-03-21,Average Tone,0
2022-03-22,Average Tone,0
2022-03-23,Average Tone,0
2022-03-24,Average Tone,0
2022-03-25,Average Tone,0
2022-03-26,Average Tone,0
2022-03-27,Average Tone,0
2022-03-28,Average Tone,0
2022-03-29,Average Tone,0
2022-03-30,Average Tone,0
2022-03-31,Average Tone,0
2022-04-01,Average Tone,0
2022-04-02,Average Tone,0
2022-04-03,Average Tone,0
2022-04-04,Average Tone,0
2022-04-05,Average Tone,0
2022-04-06,Average Tone,0
2022-04-07,Average Tone,0
2022-04-08,Average Tone,-5.1844
2022-04-09,Average Tone,0
2022-04-10,Average Tone,0
2022-04-11,Average Tone,0
2022-04-12,Average Tone,0
2022-04-13,Average Tone,0
2022-04-14,Average Tone,0
2022-04-15,Average Tone,0
2022-04-16,Average Tone,0
2022-04-17,Average Tone,0
2022-04-18,Average Tone,-1.1765
2022-04-19,Average Tone,0
2022-04-20,Average Tone,0
2022-04-21,Average Tone,0
2022-04-22,Average Tone,0
2022-04-23,Average Tone,0
2022-04-24,Average Tone,0
2022-04-25,Average Tone,0
2022-04-26,Average Tone,0
2022-04-27,Average Tone,0
2022-04-28,Average Tone,0
2022-04-29,Average Tone,0
2022-04-30,Average Tone,0
2022-05-01,Average Tone,0
2022-05-02,Average Tone,0
2022-05-03,Average Tone,0
2022-05-04,Average Tone,0
2022-05-05,Average Tone,0
2022-05-06,Average Tone,0
2022-05-07,Average Tone,0
2022-05-08,Average Tone,0
2022-05-09,Average Tone,0
2022-05-10,Average Tone,2.8169
2022-05-11,Average Tone,-5.0701
2022-05-12,Average Tone,0
2022-05-13,Average Tone,0
2022-05-14,Average Tone,3.8043
2022-05-15,Average Tone,0
2022-05-16,Average Tone,3.8674
2022-05-17,Average Tone,0
2022-05-18,Average Tone,0
2022-05-19,Average Tone,-3.517
2022-05-20,Average Tone,-3.1763
2022-05-21,Average Tone,0
2022-05-22,Average Tone,0
2022-05-23,Average Tone,0
2022-05-24,Average Tone,0
2022-05-25,Average Tone,0
2022-05-26,Average Tone,0
2022-05-27,Average Tone,0
2022-05-28,Average Tone,0
2022-05-29,Average Tone,0
2022-05-30,Average Tone,0
2022-05-31,Average Tone,0
2022-06-01,Average Tone,0
2022-06-02,Average Tone,0
2022-06-03,Average Tone,0
2022-06-04,Average Tone,0
2022-06-05,Average Tone,0
2022-06-06,Average Tone,0
2022-06-07,Average Tone,0
2022-06-08,Average Tone,-1.1125
2022-06-09,Average Tone,0
2022-06-10,Average Tone,0
2022-06-11,Average Tone,0
2022-06-12,Average Tone,-7.2417
2022-06-13,Average Tone,0
2022-06-14,Average Tone,0
2022-06-15,Average Tone,0
2022-06-16,Average Tone,-3.6399
2022-06-17,Average Tone,-6.8776
2022-06-18,Average Tone,0
2022-06-19,Average Tone,0
2022-06-20,Average Tone,0
2022-06-21,Average Tone,0
2022-06-22,Average Tone,0
2022-06-23,Average Tone,-3.055
2022-06-24,Average Tone,0
2022-06-25,Average Tone,0
2022-06-26,Average Tone,-0.1362
2022-06-27,Average Tone,0
2022-06-28,Average Tone,0
2022-06-29,Average Tone,0
2022-06-30,Average Tone,0
2022-07-01,Average Tone,0
2022-07-02,Average Tone,2.3569
2022-07-03,Average Tone,0
2022-07-04,Average Tone,0
2022-07-05,Average Tone,-7.767
2022-07-06,Average Tone,-8.2192
2022-07-07,Average Tone,0
2022-07-08,Average Tone,0
2022-07-09,Average Tone,0
2022-07-10,Average Tone,0
2022-07-11,Average Tone,0
2022-07-12,Average Tone,0
2022-07-13,Average Tone,0
2022-07-14,Average Tone,0
2022-07-15,Average Tone,0
2022-07-16,Average Tone,0
2022-07-17,Average Tone,0
2022-07-18,Average Tone,-4.5455
2022-07-19,Average Tone,-2.7757
2022-07-20,Average Tone,0
2022-07-21,Average Tone,0
2022-07-22,Average Tone,1.6393
2022-07-23,Average Tone,0
2022-07-24,Average Tone,0
2022-07-25,Average Tone,0
2022-07-26,Average Tone,0
2022-07-27,Average Tone,0
2022-07-28,Average Tone,0
2022-07-29,Average Tone,0
2022-07-30,Average Tone,0
2022-07-31,Average Tone,0
2022-08-01,Average Tone,0
2022-08-02,Average Tone,0
2022-08-03,Average Tone,0
2022-08-04,Average Tone,0
2022-08-05,Average Tone,0
2022-08-06,Average Tone,0
2022-08-07,Average Tone,0
2022-08-08,Average Tone,0
2022-08-09,Average Tone,0
2022-08-10,Average Tone,-2.925
2022-08-11,Average Tone,0
2022-08-12,Average Tone,5.5172
2022-08-13,Average Tone,0
2022-08-14,Average Tone,0
2022-08-15,Average Tone,0
2022-08-16,Average Tone,0
2022-08-17,Average Tone,0
2022-08-18,Average Tone,0
2022-08-19,Average Tone,0
2022-08-20,Average Tone,0
2022-08-21,Average Tone,0
2022-08-22,Average Tone,0
2022-08-23,Average Tone,0
2022-08-24,Average Tone,0
2022-08-25,Average Tone,0
2022-08-26,Average Tone,0
2022-08-27,Average Tone,0
2022-08-28,Average Tone,0
2022-08-29,Average Tone,0
2022-08-30,Average Tone,0
2022-08-31,Average Tone,0
2022-09-01,Average Tone,0
2022-09-02,Average Tone,0
2022-09-03,Average Tone,0
2022-09-04,Average Tone,0
2022-09-05,Average Tone,0
2022-09-06,Average Tone,0
2022-09-07,Average Tone,0
2022-09-08,Average Tone,0
2022-09-09,Average Tone,0
2022-09-10,Average Tone,0
2022-09-11,Average Tone,0
2022-09-12,Average Tone,0
2022-09-13,Average Tone,0
2022-09-14,Average Tone,0
2022-09-15,Average Tone,0
2022-09-16,Average Tone,0
2022-09-17,Average Tone,-2.5719
2022-09-18,Average Tone,0
2022-09-19,Average Tone,0
2022-09-20,Average Tone,0
2022-09-21,Average Tone,0
2022-09-22,Average Tone,0
2022-09-23,Average Tone,0
2022-09-24,Average Tone,0
2022-09-25,Average Tone,0
2022-09-26,Average Tone,0
2022-09-27,Average Tone,-0.7634
2022-09-28,Average Tone,0
2022-09-29,Average Tone,0
2022-09-30,Average Tone,0
2022-10-01,Average Tone,0
2022-10-02,Average Tone,0
2022-10-03,Average Tone,0
2022-10-04,Average Tone,-0.9792
2022-10-05,Average Tone,0
2022-10-06,Average Tone,-3.8522
2022-10-07,Average Tone,0
2022-10-08,Average Tone,0
2022-10-09,Average Tone,0
2022-10-10,Average Tone,0
2022-10-11,Average Tone,0
2022-10-12,Average Tone,0
2022-10-13,Average Tone,0
2022-10-14,Average Tone,0
2022-10-15,Average Tone,0
2022-10-16,Average Tone,0
2022-10-17,Average Tone,0
2022-10-18,Average Tone,0
2022-10-19,Average Tone,-0.8902
2022-10-20,Average Tone,0
2022-10-21,Average Tone,0
2022-10-22,Average Tone,0
2022-10-23,Average Tone,0
2022-10-24,Average Tone,0
2022-10-25,Average Tone,0
2022-10-26,Average Tone,0
2022-10-27,Average Tone,0
2022-10-28,Average Tone,0
2022-10-29,Average Tone,0
2022-10-30,Average Tone,0
2022-10-31,Average Tone,0
2022-11-01,Average Tone,0
2022-11-02,Average Tone,0
2022-11-03,Average Tone,0
2022-11-04,Average Tone,0
2022-11-05,Average Tone,0
2022-11-06,Average Tone,0
2022-11-07,Average Tone,0
2022-11-08,Average Tone,0
2022-11-09,Average Tone,0
2022-11-10,Average Tone,0
2022-11-11,Average Tone,0
2022-11-12,Average Tone,0
2022-11-13,Average Tone,0
2022-11-14,Average Tone,0
2022-11-15,Average Tone,0
2022-11-16,Average Tone,0
2022-11-17,Average Tone,0
2022-11-18,Average Tone,0
2022-11-19,Average Tone,0
2022-11-20,Average Tone,0
2022-11-21,Average Tone,0
2022-11-22,Average Tone,0.4878
2022-11-23,Average Tone,0
2022-11-24,Average Tone,0
2022-11-25,Average Tone,0
2022-11-26,Average Tone,0
2022-11-27,Average Tone,0
2022-11-28,Average Tone,2.8766
2022-11-29,Average Tone,0
2022-11-30,Average Tone,0
2022-12-01,Average Tone,0
2022-12-02,Average Tone,0
2022-12-03,Average Tone,0
2022-12-04,Average Tone,0
2022-12-05,Average Tone,0
2022-12-06,Average Tone,0.3028
2022-12-07,Average Tone,0
2022-12-08,Average Tone,0
2022-12-09,Average Tone,-3.6765
2022-12-10,Average Tone,0
2022-12-11,Average Tone,-2.4938
2022-12-12,Average Tone,0
2022-12-13,Average Tone,0
2022-12-14,Average Tone,0
2022-12-15,Average Tone,0
2022-12-16,Average Tone,0
2022-12-17,Average Tone,0
2022-12-18,Average Tone,0
2022-12-19,Average Tone,0
2022-12-20,Average Tone,0
2022-12-21,Average Tone,0
2022-12-22,Average Tone,0
2022-12-23,Average Tone,0
2022-12-24,Average Tone,0
2022-12-25,Average Tone,0
2022-12-26,Average Tone,0
2022-12-27,Average Tone,0
2022-12-28,Average Tone,0
2022-12-29,Average Tone,0
2022-12-30,Average Tone,2.6316
2022-12-31,Average Tone,0
2023-01-01,Average Tone,0
2023-01-02,Average Tone,0
2023-01-03,Average Tone,0.9317
2023-01-04,Average Tone,0
2023-01-05,Average Tone,0
2023-01-06,Average Tone,0
2023-01-07,Average Tone,0
2023-01-08,Average Tone,0
2023-01-09,Average Tone,0
2023-01-10,Average Tone,-1.2605
2023-01-11,Average Tone,0
2023-01-12,Average Tone,0
2023-01-13,Average Tone,0
2023-01-14,Average Tone,-5.2024
2023-01-15,Average Tone,0
2023-01-16,Average Tone,0
2023-01-17,Average Tone,0
2023-01-18,Average Tone,0
2023-01-19,Average Tone,0
2023-01-20,Average Tone,0
2023-01-21,Average Tone,0
2023-01-22,Average Tone,0
2023-01-23,Average Tone,0
2023-01-24,Average Tone,0
2023-01-25,Average Tone,0
2023-01-26,Average Tone,0
2023-01-27,Average Tone,0
2023-01-28,Average Tone,0
2023-01-29,Average Tone,0
2023-01-30,Average Tone,0
2023-01-31,Average Tone,0
2023-02-01,Average Tone,-5.9011
2023-02-02,Average Tone,0
2023-02-03,Average Tone,0
2023-02-04,Average Tone,0
2023-02-05,Average Tone,0
2023-02-06,Average Tone,0
2023-02-07,Average Tone,0
2023-02-08,Average Tone,0
2023-02-09,Average Tone,0
2023-02-10,Average Tone,0
2023-02-11,Average Tone,0
2023-02-12,Average Tone,0
2023-02-13,Average Tone,0
2023-02-14,Average Tone,0
2023-02-15,Average Tone,0
2023-02-16,Average Tone,-4
2023-02-17,Average Tone,0
2023-02-18,Average Tone,0
2023-02-19,Average Tone,0
2023-02-20,Average Tone,0
2023-02-21,Average Tone,0
2023-02-22,Average Tone,0
2023-02-23,Average Tone,0
2023-02-24,Average Tone,-2.0499
2023-02-25,Average Tone,0
2023-02-26,Average Tone,0
2023-02-27,Average Tone,-2.0499
2023-02-28,Average Tone,0
2023-03-01,Average Tone,0
2023-03-02,Average Tone,0
2023-03-03,Average Tone,0
2023-03-04,Average Tone,0
2023-03-05,Average Tone,0
2023-03-06,Average Tone,0
2023-03-07,Average Tone,0
2023-03-08,Average Tone,0
2023-03-09,Average Tone,0
2023-03-10,Average Tone,0
2023-03-11,Average Tone,0
2023-03-12,Average Tone,-3.0303
2023-03-13,Average Tone,0
2023-03-14,Average Tone,0
2023-03-15,Average Tone,0
2023-03-16,Average Tone,0
2023-03-17,Average Tone,0
2023-03-18,Average Tone,0
2023-03-19,Average Tone,0
2023-03-20,Average Tone,0
2023-03-21,Average Tone,0
2023-03-22,Average Tone,0
2023-03-24,Average Tone,0
2023-03-25,Average Tone,0
2023-03-26,Average Tone,0
2023-03-27,Average Tone,0
2023-03-28,Average Tone,0
2023-03-29,Average Tone,0
2023-03-30,Average Tone,0
2023-03-31,Average Tone,0
2023-04-01,Average Tone,0
2023-04-02,Average Tone,0
2023-04-03,Average Tone,0
2023-04-04,Average Tone,0
2023-04-05,Average Tone,0
2023-04-06,Average Tone,-1.3605
2023-04-07,Average Tone,0
2023-04-08,Average Tone,0
2023-04-09,Average Tone,-4.7458
2023-04-10,Average Tone,-0.4005
2023-04-11,Average Tone,0
2023-04-12,Average Tone,0.2254
2023-04-13,Average Tone,0
2023-04-14,Average Tone,0
2023-04-15,Average Tone,0
2023-04-16,Average Tone,0
2023-04-17,Average Tone,0
2023-04-18,Average Tone,0
2023-04-19,Average Tone,0
2023-04-20,Average Tone,-3.588
2023-04-21,Average Tone,0
2023-04-22,Average Tone,-1.6304
2023-04-23,Average Tone,0
2023-04-24,Average Tone,-0.5855
2023-04-25,Average Tone,0
2023-04-26,Average Tone,0
2023-04-27,Average Tone,0
2023-04-28,Average Tone,0
2023-04-29,Average Tone,0
2023-04-30,Average Tone,-4.1555
2023-05-01,Average Tone,-4.1586
2023-05-02,Average Tone,0
2023-05-03,Average Tone,0
2023-05-04,Average Tone,0
2023-05-05,Average Tone,0
2023-05-06,Average Tone,0
2023-05-07,Average Tone,0
2023-05-08,Average Tone,-2.2364
2023-05-09,Average Tone,0
2023-05-10,Average Tone,-2.4109
2023-05-11,Average Tone,1.7045
2023-05-12,Average Tone,1.6698
2023-05-13,Average Tone,1.669
2023-05-14,Average Tone,0
2023-05-15,Average Tone,0
2023-05-16,Average Tone,0
2023-05-17,Average Tone,-2.6943
2023-05-18,Average Tone,0
2023-05-19,Average Tone,0
2023-05-20,Average Tone,0
2023-05-21,Average Tone,0
2023-05-22,Average Tone,0
2023-05-23,Average Tone,0
2023-05-24,Average Tone,0
2023-05-25,Average Tone,0
2023-05-26,Average Tone,-0.432
2023-05-27,Average Tone,-3.2143
2023-05-28,Average Tone,0
2023-05-29,Average Tone,0
2023-05-30,Average Tone,0
2023-05-31,Average Tone,0
2023-06-01,Average Tone,0
2023-06-02,Average Tone,0
2023-06-03,Average Tone,0
2023-06-04,Average Tone,0
2023-06-05,Average Tone,0
2023-06-06,Average Tone,0.4831
2023-06-07,Average Tone,0
2023-06-08,Average Tone,-0.3252
2023-06-09,Average Tone,0
2023-06-10,Average Tone,0
2023-06-11,Average Tone,0
2023-06-12,Average Tone,0
2023-06-13,Average Tone,0
2023-06-14,Average Tone,0
2023-06-15,Average Tone,3.4002
2023-06-16,Average Tone,0
2023-06-17,Average Tone,0
2023-06-18,Average Tone,0
2023-06-19,Average Tone,-3.7702
2023-06-20,Average Tone,0
2023-06-21,Average Tone,0
2023-06-22,Average Tone,0
2023-06-23,Average Tone,-3.1008
2023-06-24,Average Tone,0
2023-06-25,Average Tone,0
2023-06-26,Average Tone,0
2023-06-27,Average Tone,0
2023-06-28,Average Tone,-5.9028
2023-06-29,Average Tone,0
2023-06-30,Average Tone,-7.1429
2023-07-01,Average Tone,0
2023-07-02,Average Tone,-2.4579
2023-07-03,Average Tone,0
2023-07-04,Average Tone,0
2023-07-05,Average Tone,-2.7918
2023-07-06,Average Tone,0
2023-07-07,Average Tone,0
2023-07-08,Average Tone,0
2023-07-09,Average Tone,-2.5266
2023-07-10,Average Tone,0
2023-07-11,Average Tone,0
2023-07-12,Average Tone,0
2023-07-13,Average Tone,-2.3338
2023-07-14,Average Tone,0
2023-07-15,Average Tone,0
2023-07-16,Average Tone,0
2023-07-17,Average Tone,-3.3898
2023-07-18,Average Tone,0
2023-07-19,Average Tone,0
2023-07-20,Average Tone,0
2023-07-21,Average Tone,0
2023-07-22,Average Tone,0
2023-07-23,Average Tone,0
2023-07-24,Average Tone,0
2023-07-25,Average Tone,0
2023-07-26,Average Tone,0
2023-07-27,Average Tone,-0.7407
2023-07-28,Average Tone,0
2023-07-29,Average Tone,0
2023-07-30,Average Tone,0
2023-07-31,Average Tone,0
2023-08-01,Average Tone,-5.2326
2023-08-02,Average Tone,0
2023-08-03,Average Tone,-6.354
2023-08-04,Average Tone,0
2023-08-05,Average Tone,0
2023-08-06,Average Tone,0
2023-08-07,Average Tone,-3.3908
2023-08-08,Average Tone,0
2023-08-09,Average Tone,0
2023-08-10,Average Tone,0
2023-08-11,Average Tone,0
2023-08-12,Average Tone,0
2023-08-13,Average Tone,0
2023-08-14,Average Tone,-5.4563
2023-08-15,Average Tone,0
2023-08-16,Average Tone,0
2023-08-17,Average Tone,0
2023-08-18,Average Tone,0
2023-08-19,Average Tone,-0.8081
2023-08-20,Average Tone,0
2023-08-21,Average Tone,-4.4671
2023-08-22,Average Tone,0
2023-08-23,Average Tone,-0.7777
2023-08-24,Average Tone,0
2023-08-25,Average Tone,0
2023-08-26,Average Tone,0
2023-08-27,Average Tone,0
2023-08-28,Average Tone,0
2023-08-29,Average Tone,0
2023-08-30,Average Tone,-1.1945
2023-08-31,Average Tone,-4.5455
2023-09-01,Average Tone,-1.1278
2023-09-02,Average Tone,0
2023-09-03,Average Tone,0
2023-09-04,Average Tone,-5.3985
2023-09-05,Average Tone,0
2023-09-06,Average Tone,-4.2633
2023-09-07,Average Tone,-5.0061
2023-09-08,Average Tone,0
2023-09-09,Average Tone,0
2023-09-10,Average Tone,-4.0417
2023-09-11,Average Tone,0
2023-09-12,Average Tone,1.9947
2023-09-13,Average Tone,-4.0276
2023-09-14,Average Tone,-4.1249
2023-09-15,Average Tone,0
2023-09-16,Average Tone,0
2023-09-17,Average Tone,-2.6448
2023-09-18,Average Tone,0
2023-09-19,Average Tone,0.7769
2023-09-20,Average Tone,0
2023-09-21,Average Tone,0
2023-09-22,Average Tone,0
2023-09-23,Average Tone,0.6623
2023-09-24,Average Tone,0
2023-09-25,Average Tone,0
2023-09-26,Average Tone,0.7092
2023-09-27,Average Tone,-1.663
2023-09-28,Average Tone,0
2023-09-29,Average Tone,0
2023-09-30,Average Tone,0
2023-10-01,Average Tone,0
2023-10-02,Average Tone,0
2023-10-03,Average Tone,0
2023-10-04,Average Tone,-2.2892
2023-10-05,Average Tone,-1.519
2023-10-06,Average Tone,0
2023-10-07,Average Tone,0
2023-10-08,Average Tone,0
2023-10-09,Average Tone,0
2023-10-10,Average Tone,0
2023-10-11,Average Tone,0
2023-10-12,Average Tone,-4.1705
2023-10-13,Average Tone,0
2023-10-14,Average Tone,0
2023-10-15,Average Tone,0
2023-10-16,Average Tone,0
2023-10-17,Average Tone,0
2023-10-18,Average Tone,-1.5351
2023-10-19,Average Tone,-4.1509
2023-10-20,Average Tone,0
2023-10-21,Average Tone,0
2023-10-22,Average Tone,0
2023-10-23,Average Tone,0
2023-10-24,Average Tone,2.5918
2023-10-25,Average Tone,0
2023-10-26,Average Tone,0
2023-10-27,Average Tone,-2.0045
2023-10-28,Average Tone,-0.6637
2023-10-29,Average Tone,0
2023-10-30,Average Tone,0
2023-10-31,Average Tone,0
2023-11-01,Average Tone,0
2023-11-02,Average Tone,-4.8426
2023-11-03,Average Tone,-3.2415
2023-11-04,Average Tone,0
2023-11-05,Average Tone,0
2023-11-06,Average Tone,0
2023-11-07,Average Tone,0
2023-11-08,Average Tone,-2.2207
2023-11-09,Average Tone,6.0634
2023-11-10,Average Tone,0
2023-11-11,Average Tone,0
2023-11-12,Average Tone,0
2023-11-13,Average Tone,0
2023-11-14,Average Tone,0
2023-11-15,Average Tone,0
2023-11-16,Average Tone,-4.4615
2023-11-17,Average Tone,-1.259
2023-11-18,Average Tone,0
2023-11-19,Average Tone,0
2023-11-20,Average Tone,0
2023-11-21,Average Tone,0
2023-11-22,Average Tone,0
2023-11-23,Average Tone,0
2023-11-24,Average Tone,0
2023-11-25,Average Tone,0
2023-11-26,Average Tone,0
2023-11-27,Average Tone,0
2023-11-28,Average Tone,0
2023-11-29,Average Tone,0
2023-11-30,Average Tone,0
2023-12-01,Average Tone,0
2023-12-02,Average Tone,0
2023-12-03,Average Tone,0.0959
2023-12-04,Average Tone,0
2023-12-05,Average Tone,0
2023-12-06,Average Tone,0
2023-12-07,Average Tone,0
2023-12-08,Average Tone,0
2023-12-09,Average Tone,0
2023-12-10,Average Tone,0
2023-12-11,Average Tone,0
2023-12-12,Average Tone,0
2023-12-13,Average Tone,0
2023-12-14,Average Tone,0
2023-12-15,Average Tone,0
2023-12-16,Average Tone,0
2023-12-17,Average Tone,0
2023-12-18,Average Tone,0
2023-12-19,Average Tone,-3.5242
2023-12-20,Average Tone,-0.9654
2023-12-21,Average Tone,0
2023-12-22,Average Tone,0
2023-12-23,Average Tone,0
2023-12-24,Average Tone,0
2023-12-25,Average Tone,0
2023-12-26,Average Tone,0
2023-12-27,Average Tone,0
2023-12-28,Average Tone,0
2023-12-29,Average Tone,0
2023-12-30,Average Tone,0
2023-12-31,Average Tone,0
2024-01-01,Average Tone,-0.2096
2024-01-02,Average Tone,0
2024-01-03,Average Tone,0
2024-01-04,Average Tone,0
2024-01-05,Average Tone,0
2024-01-06,Average Tone,0
2024-01-07,Average Tone,0
2024-01-08,Average Tone,0
2024-01-09,Average Tone,0
2024-01-10,Average Tone,0
2024-01-11,Average Tone,0
2024-01-12,Average Tone,0
2024-01-13,Average Tone,0
2024-01-14,Average Tone,0
2024-01-15,Average Tone,0
2024-01-16,Average Tone,0.1815
2024-01-17,Average Tone,0
2024-01-18,Average Tone,0
2024-01-19,Average Tone,-1.9355
2024-01-20,Average Tone,0
2024-01-21,Average Tone,0
2024-01-22,Average Tone,0
2024-01-23,Average Tone,0
